Date,Hour,District,Latitude,Longitude,Vehicle_Type,Cause,Severity,Month,Province
2025-09-29,14,Bhaktapur,27.714899927226195,85.43789623736508,Motorcycle,Reckless Driving,Minor,9,Bagmati
2025-08-11,21,Lalitpur,27.652215958963232,85.33470910147561,Motorcycle,Speeding,Fatal,8,Bagmati
2025-01-07,20,Kapilvastu,27.535391951008368,83.04642618276078,Motorcycle,Monsoon Weather,Fatal,1,Lumbini
2025-05-28,14,Kapilvastu,27.67873012632626,82.98415138351025,Car,Speeding,Serious,5,Lumbini
2025-08-18,19,Bardiya,28.40307946842158,81.36730388186518,Motorcycle,Reckless Driving,Serious,8,Lumbini
2025-07-15,22,Morang,26.65638612749791,87.36181100160539,Motorcycle,Speeding,Fatal,7,Koshi
2025-12-14,17,Bhaktapur,27.68239566369912,85.47635340564975,Car,Speeding,Serious,12,Bagmati
2025-06-11,23,Sarlahi,26.982359586347787,85.55261666602664,Motorcycle,Speeding,Fatal,6,Madhesh
2025-09-29,12,Parbat,28.12174854383484,83.74632809625277,Motorcycle,Speeding,Fatal,9,Gandaki
2025-12-16,20,Kathmandu,27.661518033180137,85.37064880384648,Motorcycle,Reckless Driving,Fatal,12,Bagmati
2025-01-22,21,Parbat,28.16250218662085,83.621726159402,Motorcycle,Monsoon Weather,Fatal,1,Gandaki
2025-02-19,20,Parsa,27.09477301091095,84.92770926441155,Motorcycle,Speeding,Fatal,2,Madhesh
2025-09-30,17,Kanchanpur,28.771168199351678,80.23741182432204,Motorcycle,Speeding,Serious,9,Sudurpashchim
2025-11-23,17,Salyan,28.339001408580117,82.11965483424916,Truck,Overtaking,Minor,11,Karnali
2025-07-01,19,Morang,26.576023206578682,87.35183817409951,Car,Speeding,Serious,7,Koshi
2025-08-10,20,Jhapa,26.504198546478293,87.9030897026235,Motorcycle,Poor Road,Serious,8,Koshi
2025-11-09,19,Lalitpur,27.592522274991875,85.30877715664279,Bus,Poor Road,Minor,11,Bagmati
2025-11-30,21,Bhaktapur,27.6856666973442,85.3499199901341,Motorcycle,Reckless Driving,Fatal,11,Bagmati
2025-05-20,14,Parsa,27.13379988948017,84.81840381135835,Motorcycle,Monsoon Weather,Serious,5,Madhesh
2025-06-21,17,Parsa,27.10845757063818,84.86672554017352,Motorcycle,Speeding,Serious,6,Madhesh
2025-05-19,15,Chitwan,27.594166717722462,84.52091196906844,Car,Reckless Driving,Serious,5,Bagmati
2025-05-17,16,Rolpa,28.245421227269205,82.56571347917797,Car,Speeding,Serious,5,Lumbini
2025-02-20,21,Dolakha,27.60354860447921,86.05648057679966,Motorcycle,Speeding,Serious,2,Bagmati
2025-05-11,18,Jumla,29.27377051027354,82.15284699801485,Motorcycle,Speeding,Fatal,5,Karnali
2025-12-02,23,Nawalparasi West,27.59576236941895,83.73503579910533,Motorcycle,Speeding,Fatal,12,Lumbini
2025-10-27,18,Rupandehi,27.575983470200903,83.38864705245045,Motorcycle,Poor Road,Serious,10,Lumbini
2025-07-20,18,Lalitpur,27.69369133001094,85.29891683026572,Motorcycle,Drink Driving,Serious,7,Bagmati
2025-08-25,18,Chitwan,27.638441956661087,84.43186719180547,Motorcycle,Poor Road,Fatal,8,Bagmati
2025-12-12,16,Dolakha,27.629955473630773,86.02367094504004,Motorcycle,Monsoon Weather,Fatal,12,Bagmati
2025-05-04,17,Siraha,26.828905126116087,86.42768783918234,Motorcycle,Speeding,Fatal,5,Madhesh
2025-12-11,21,Achham,29.050368633386622,81.32079151371173,Motorcycle,Drink Driving,Fatal,12,Sudurpashchim
2025-10-29,18,Kathmandu,27.70568310718575,85.26469975859851,Motorcycle,Reckless Driving,Minor,10,Bagmati
2025-04-10,15,Doti,29.14684475297671,80.97828027655673,Bus,Speeding,Serious,4,Sudurpashchim
2025-09-24,15,Nuwakot,27.892436798979347,85.14012820672002,Motorcycle,Speeding,Fatal,9,Bagmati
2025-06-22,16,Dang,27.954366406198282,82.26293569075976,Motorcycle,Reckless Driving,Serious,6,Lumbini
2025-12-13,18,Sunsari,26.60174676213098,87.12368770072102,Bicycle,Monsoon Weather,Minor,12,Koshi
2025-12-20,21,Baglung,28.262801885742387,83.54663992817622,Bus,Speeding,Serious,12,Gandaki
2025-04-03,13,Morang,26.622276590494,87.28125065483484,Motorcycle,Speeding,Serious,4,Koshi
2025-06-10,17,Baglung,28.332353643756136,83.55180039634696,Truck,Speeding,Serious,6,Gandaki
2025-10-08,18,Sunsari,26.6411040216686,87.12592828611254,Car,Speeding,Serious,10,Koshi
2025-01-06,12,Banke,28.04590357103037,81.6166017663138,Bicycle,Reckless Driving,Serious,1,Lumbini
2025-12-11,15,Sarlahi,27.031430603377178,85.60512742708396,Motorcycle,Drink Driving,Serious,12,Madhesh
2025-01-05,15,Jumla,29.245803229558334,82.13875482298619,Bus,Speeding,Serious,1,Karnali
2025-02-04,15,Mahottari,26.879030442474225,85.75122448969083,Truck,Speeding,Serious,2,Madhesh
2025-01-07,18,Nawalparasi West,27.572374362497563,83.73510849275098,Bus,Speeding,Fatal,1,Lumbini
2025-07-30,17,Lalitpur,27.66922194559371,85.32214507744166,Bus,Speeding,Fatal,7,Bagmati
2025-02-20,16,Dang,27.93822491449221,82.32385658157833,Motorcycle,Speeding,Fatal,2,Lumbini
2025-09-26,19,Rautahat,26.99144914512545,85.25473840813073,Motorcycle,Poor Road,Fatal,9,Madhesh
2025-02-23,23,Kathmandu,27.676541464912347,85.31873633690222,Bus,Reckless Driving,Minor,2,Bagmati
2025-12-17,22,Nawalparasi East,27.5846486763623,84.22321751730054,Bus,Speeding,Serious,12,Gandaki
2025-08-17,12,Bhaktapur,27.696489944993942,85.35640559700603,Motorcycle,Speeding,Fatal,8,Bagmati
2025-06-29,19,Mahottari,26.901657949492556,85.77160878895138,Motorcycle,Speeding,Serious,6,Madhesh
2025-04-23,17,Bhojpur,27.18548792587411,87.01434285465272,Motorcycle,Reckless Driving,Minor,4,Koshi
2025-05-26,18,Jhapa,26.58734495118634,87.93568143600002,Motorcycle,Reckless Driving,Serious,5,Koshi
2025-05-09,16,Jhapa,26.558326953099588,87.85854809479545,Bus,Monsoon Weather,Minor,5,Koshi
2025-04-09,18,Kaski,28.16059260920194,83.96125804747119,Motorcycle,Reckless Driving,Fatal,4,Gandaki
2025-01-18,18,Sindhuli,27.193201946783407,85.92402491411055,Motorcycle,Reckless Driving,Fatal,1,Bagmati
2025-01-13,16,Rupandehi,27.52949673619973,83.5029352448095,Motorcycle,Overtaking,Serious,1,Lumbini
2025-11-14,15,Gulmi,28.02321316647894,83.25737444132069,Car,Speeding,Serious,11,Lumbini
2025-02-17,16,Makwanpur,27.503222812533622,85.11251264438174,Motorcycle,Speeding,Serious,2,Bagmati
2025-01-30,18,Kaski,28.185603443729928,83.90430466461595,Motorcycle,Speeding,Fatal,1,Gandaki
2025-11-01,19,Dhanusha,26.781193859343066,85.9954453177893,Car,Speeding,Fatal,11,Madhesh
2025-12-03,20,Kaski,28.12288388050631,83.99520493653465,Car,Reckless Driving,Serious,12,Gandaki
2025-04-22,16,Tanahun,27.914139001319068,84.28059326539966,Motorcycle,Reckless Driving,Fatal,4,Gandaki
2025-11-03,18,Dhanusha,26.789962772136136,85.9385086460983,Motorcycle,Speeding,Fatal,11,Madhesh
2025-11-23,20,Mahottari,26.87828415228662,85.80273876874162,Motorcycle,Speeding,Fatal,11,Madhesh
2025-03-04,21,Bhaktapur,27.629754336752455,85.43704013808163,Motorcycle,Monsoon Weather,Fatal,3,Bagmati
2025-12-29,17,Kathmandu,27.737905359175333,85.39582490774991,Truck,Monsoon Weather,Minor,12,Bagmati
2025-03-03,17,Sarlahi,26.980817431488386,85.48031560714661,Bicycle,Speeding,Fatal,3,Madhesh
2025-02-14,18,Surkhet,28.678075395395418,81.61980906550808,Car,Reckless Driving,Minor,2,Karnali
2025-11-06,14,Banke,28.121432073305723,81.58661233376178,Motorcycle,Drink Driving,Fatal,11,Lumbini
2025-03-08,17,Rupandehi,27.47472541437927,83.39142987181964,Motorcycle,Speeding,Serious,3,Lumbini
2025-07-12,20,Kanchanpur,28.85368162473313,80.36085483862868,Motorcycle,Speeding,Fatal,7,Sudurpashchim
2025-12-03,19,Jumla,29.280209871980006,82.12985699482593,Truck,Speeding,Fatal,12,Karnali
2025-11-28,17,Kaski,28.140339035046352,83.99410625761284,Motorcycle,Reckless Driving,Serious,11,Gandaki
2025-10-17,18,Dolakha,27.65102021193365,86.08116625637882,Motorcycle,Speeding,Fatal,10,Bagmati
2025-04-05,15,Kapilvastu,27.5688331620192,83.0343788792039,Motorcycle,Monsoon Weather,Serious,4,Lumbini
2025-02-26,20,Kathmandu,27.623417771816186,85.33762288721208,Motorcycle,Monsoon Weather,Serious,2,Bagmati
2025-12-23,17,Bhaktapur,27.65770296341544,85.48716234141015,Motorcycle,Speeding,Serious,12,Bagmati
2025-04-05,17,Nuwakot,27.922685807632767,85.18379111863196,Car,Speeding,Serious,4,Bagmati
2025-05-10,16,Dolakha,27.612174268939736,86.11484559081723,Motorcycle,Reckless Driving,Fatal,5,Bagmati
2025-05-31,17,Bhaktapur,27.592602411858792,85.39230599476038,Bus,Reckless Driving,Serious,5,Bagmati
2025-08-28,16,Chitwan,27.650960893406083,84.52464528111705,Motorcycle,Speeding,Fatal,8,Bagmati
2025-12-05,19,Bardiya,28.405235051405327,81.35256555486727,Bus,Speeding,Fatal,12,Lumbini
2025-02-08,16,Dailekh,28.903339963880704,81.65267185001484,Bus,Monsoon Weather,Minor,2,Karnali
2025-11-24,22,Dhankuta,26.9397205650434,87.2806961828595,Motorcycle,Monsoon Weather,Serious,11,Koshi
2025-08-21,22,Siraha,26.695303913691124,86.4225299993566,Motorcycle,Speeding,Fatal,8,Madhesh
2025-05-22,15,Rolpa,28.31632505538261,82.6220539411216,Bus,Speeding,Fatal,5,Lumbini
2025-08-07,18,Bajura,29.572692074508605,81.55689200882009,Motorcycle,Poor Road,Serious,8,Sudurpashchim
2025-12-21,16,Morang,26.57094680617563,87.36582138393123,Bus,Speeding,Serious,12,Koshi
2025-12-08,17,Ilam,26.901255176515864,87.91642406038373,Motorcycle,Reckless Driving,Fatal,12,Koshi
2025-06-15,23,Arghakhanchi,27.87990083379939,83.19270957865197,Truck,Speeding,Fatal,6,Lumbini
2025-05-12,17,Ilam,26.86600953041451,87.88393034835589,Motorcycle,Speeding,Fatal,5,Koshi
2025-03-24,19,Terhathum,27.055581052828657,87.52320453756073,Motorcycle,Monsoon Weather,Serious,3,Koshi
2025-02-07,19,Kaski,28.176501292022945,83.94940412421792,Car,Reckless Driving,Minor,2,Gandaki
2025-05-22,14,Mugu,29.676600434515123,82.26923697368152,Truck,Reckless Driving,Minor,5,Karnali
2025-02-01,15,Rautahat,27.011921615923978,85.37696877414565,Truck,Reckless Driving,Serious,2,Madhesh
2025-07-15,14,Lalitpur,27.728591681651068,85.29695035360277,Motorcycle,Poor Road,Serious,7,Bagmati
2025-07-18,15,Sindhupalchok,27.94123000731836,85.75344988431755,Motorcycle,Poor Road,Serious,7,Bagmati
2025-06-20,9,Nawalparasi East,27.667380191887787,84.10406865325398,Motorcycle,Poor Road,Fatal,6,Gandaki
2025-01-31,19,Bara,27.08030090693384,84.95291938912737,Motorcycle,Speeding,Fatal,1,Madhesh
2025-05-13,23,Parsa,27.124297238987495,84.80640962609525,Motorcycle,Speeding,Fatal,5,Madhesh
2025-05-16,18,Achham,29.059196834549414,81.22074489305068,Motorcycle,Reckless Driving,Serious,5,Sudurpashchim
2025-04-02,13,Taplejung,27.410913413151913,87.62735847924412,Motorcycle,Speeding,Serious,4,Koshi
2025-08-14,16,Rupandehi,27.43381990072365,83.38391798490898,Motorcycle,Speeding,Fatal,8,Lumbini
2025-02-05,16,Bhaktapur,27.678962924233755,85.49886728808544,Car,Reckless Driving,Minor,2,Bagmati
2025-09-09,14,Bhojpur,27.11320359476323,86.98593948495194,Motorcycle,Speeding,Fatal,9,Koshi
2025-04-13,20,Tanahun,27.89012862086433,84.31013300061453,Motorcycle,Monsoon Weather,Serious,4,Gandaki
2025-11-09,20,Mahottari,26.81710085742047,85.76840353480222,Motorcycle,Speeding,Fatal,11,Madhesh
2025-07-21,14,Lalitpur,27.63791624029583,85.2902632984241,Motorcycle,Speeding,Fatal,7,Bagmati
2025-04-02,20,Gulmi,28.116453053370964,83.2267127314065,Motorcycle,Speeding,Fatal,4,Lumbini
2025-11-27,22,Sankhuwasabha,27.307531225579247,87.24936844739639,Motorcycle,Speeding,Fatal,11,Koshi
2025-09-09,23,Sunsari,26.653433299946393,87.08784881263428,Car,Reckless Driving,Minor,9,Koshi
2025-02-25,23,Kathmandu,27.775802152002033,85.35093677598385,Motorcycle,Overtaking,Serious,2,Bagmati
2025-03-15,15,Sunsari,26.563614888957378,87.14296605837032,Motorcycle,Drink Driving,Serious,3,Koshi
2025-10-04,23,Taplejung,27.317542179130875,87.6040035599767,Motorcycle,Monsoon Weather,Serious,10,Koshi
2025-08-09,16,Sindhuli,27.216588490359825,85.96281470999834,Truck,Monsoon Weather,Serious,8,Bagmati
2025-04-22,16,Nawalparasi West,27.602155151173676,83.77816465198232,Motorcycle,Speeding,Serious,4,Lumbini
2025-11-11,18,Parsa,27.125664246487652,84.844880112173,Motorcycle,Poor Road,Fatal,11,Madhesh
2025-11-26,16,Makwanpur,27.473128895994293,85.09025860198916,Motorcycle,Reckless Driving,Fatal,11,Bagmati
2025-02-24,19,Sarlahi,26.972287920767915,85.56381639485203,Motorcycle,Reckless Driving,Serious,2,Madhesh
2025-08-15,14,Bhaktapur,27.652297734604943,85.45462397605814,Motorcycle,Monsoon Weather,Fatal,8,Bagmati
2025-05-13,17,Sindhupalchok,27.896347987282724,85.64110797840821,Bicycle,Reckless Driving,Minor,5,Bagmati
2025-02-22,21,Dang,27.98816966717484,82.36230636638741,Truck,Monsoon Weather,Fatal,2,Lumbini
2025-01-18,17,Kaski,28.21173212629611,84.05446337903703,Motorcycle,Poor Road,Serious,1,Gandaki
2025-02-07,18,Kapilvastu,27.536524429644974,83.04362806618414,Bus,Drink Driving,Minor,2,Lumbini
2025-02-06,19,Bhaktapur,27.657052564807262,85.43603298822495,Motorcycle,Reckless Driving,Serious,2,Bagmati
2025-10-20,21,Saptari,26.649914337393213,86.8046316840933,Car,Reckless Driving,Fatal,10,Madhesh
2025-05-09,13,Rupandehi,27.52723113739288,83.47264581827929,Motorcycle,Speeding,Fatal,5,Lumbini
2025-08-17,19,Kailali,28.771844726727167,80.58138998426215,Car,Monsoon Weather,Serious,8,Sudurpashchim
2025-01-10,17,Kaski,28.253245330270158,84.04744059633477,Car,Speeding,Fatal,1,Gandaki
2025-09-12,18,Dolakha,27.64864627908243,86.08665641257653,Motorcycle,Poor Road,Fatal,9,Bagmati
2025-03-18,21,Sunsari,26.580323177067346,87.09542064227126,Motorcycle,Monsoon Weather,Fatal,3,Koshi
2025-12-01,14,Dhading,27.913840621035586,84.85143546413593,Motorcycle,Monsoon Weather,Fatal,12,Bagmati
2025-11-24,14,Kathmandu,27.693215860928618,85.37966069013252,Bus,Speeding,Fatal,11,Bagmati
2025-01-01,12,Bhaktapur,27.60376291001019,85.34486856570635,Car,Speeding,Serious,1,Bagmati
2025-01-20,16,Jhapa,26.567036455581103,87.87296981225519,Motorcycle,Monsoon Weather,Minor,1,Koshi
2025-12-07,21,Kailali,28.686870033108146,80.58491369418533,Motorcycle,Speeding,Fatal,12,Sudurpashchim
2025-07-19,17,Baglung,28.20385923664153,83.52057062922873,Motorcycle,Speeding,Serious,7,Gandaki
2025-05-17,13,Banke,28.11374771885828,81.60484776974461,Motorcycle,Monsoon Weather,Fatal,5,Lumbini
2025-03-19,16,Parsa,27.138172638698286,84.92550812746737,Bus,Speeding,Serious,3,Madhesh
2025-12-25,13,Sindhuli,27.302282013117384,85.88726893684203,Motorcycle,Reckless Driving,Serious,12,Bagmati
2025-06-18,14,Bhaktapur,27.671363045058015,85.4568126442392,Motorcycle,Poor Road,Fatal,6,Bagmati
2025-07-20,19,Kapilvastu,27.631742845599874,83.09173469638472,Motorcycle,Speeding,Fatal,7,Lumbini
2025-10-22,14,Dang,27.993192744782085,82.24814766869284,Motorcycle,Speeding,Serious,10,Lumbini
2025-01-02,21,Tanahun,27.8943795910271,84.32366195986772,Motorcycle,Monsoon Weather,Fatal,1,Gandaki
2025-09-21,17,Arghakhanchi,27.967374733856825,83.13128352860618,Motorcycle,Drink Driving,Serious,9,Lumbini
2025-12-29,18,Kathmandu,27.63039238945315,85.39444125298483,Motorcycle,Poor Road,Serious,12,Bagmati
2025-09-09,17,Kavrepalanchok,27.544288872806366,85.51711399424187,Motorcycle,Monsoon Weather,Serious,9,Bagmati
2025-09-02,20,Bhaktapur,27.712821517144988,85.40554833213172,Bus,Reckless Driving,Fatal,9,Bagmati
2025-08-12,20,Dhading,27.849034376521605,84.89475718116957,Bus,Speeding,Fatal,8,Bagmati
2025-07-26,19,Gulmi,28.06103199532214,83.29244265748449,Motorcycle,Speeding,Fatal,7,Lumbini
2025-02-05,19,Sunsari,26.667031372075538,87.11555188721593,Bus,Speeding,Fatal,2,Koshi
2025-10-04,17,Baglung,28.295813145711946,83.53796715542558,Pedestrian,Speeding,Fatal,10,Gandaki
2025-04-26,19,Panchthar,27.082765673226245,87.80855892025359,Motorcycle,Speeding,Fatal,4,Koshi
2025-01-02,16,Terhathum,27.055970710494314,87.56436336730471,Motorcycle,Speeding,Fatal,1,Koshi
2025-07-16,18,Arghakhanchi,27.89454992467345,83.13643227061782,Motorcycle,Drink Driving,Fatal,7,Lumbini
2025-12-19,17,Morang,26.653717239828005,87.37800175937376,Bus,Reckless Driving,Serious,12,Koshi
2025-09-04,16,Morang,26.588138730597517,87.41684420037966,Motorcycle,Reckless Driving,Serious,9,Koshi
2025-03-04,15,Dhanusha,26.706123562031596,85.8891960493055,Car,Monsoon Weather,Serious,3,Madhesh
2025-10-18,19,Darchula,29.802431825336036,80.5471315930451,Motorcycle,Monsoon Weather,Serious,10,Sudurpashchim
2025-10-02,21,Sindhuli,27.184507944098073,85.99765427756459,Car,Drink Driving,Fatal,10,Bagmati
2025-07-03,21,Dhanusha,26.749286043959057,85.93216311046059,Motorcycle,Monsoon Weather,Fatal,7,Madhesh
2025-06-20,14,Bhaktapur,27.742100468317464,85.39936134193037,Motorcycle,Monsoon Weather,Fatal,6,Bagmati
2025-12-16,21,Surkhet,28.54671563616755,81.56384686270825,Motorcycle,Speeding,Fatal,12,Karnali
2025-06-05,17,Jhapa,26.508234645374177,87.89979860473014,Car,Speeding,Serious,6,Koshi
2025-07-25,19,Bardiya,28.366640819832732,81.40256978754982,Motorcycle,Speeding,Fatal,7,Lumbini
2025-01-29,15,Morang,26.677086947991484,87.39436780571411,Motorcycle,Monsoon Weather,Serious,1,Koshi
2025-11-20,18,Okhaldhunga,27.333625245002757,86.45289451463302,Motorcycle,Speeding,Fatal,11,Koshi
2025-11-28,18,Nuwakot,27.83854395507884,85.20679202545621,Motorcycle,Reckless Driving,Serious,11,Bagmati
2025-02-16,13,Kathmandu,27.651825886593304,85.25358939548343,Motorcycle,Speeding,Fatal,2,Bagmati
2025-07-07,19,Kapilvastu,27.60433509487671,83.02228706961725,Motorcycle,Speeding,Fatal,7,Lumbini
2025-10-01,22,Jhapa,26.590983841910163,87.87027066088775,Motorcycle,Reckless Driving,Fatal,10,Koshi
2025-06-24,17,Saptari,26.67659474192893,86.79136371060171,Bus,Speeding,Fatal,6,Madhesh
2025-02-11,22,Mahottari,26.77923091543822,85.801419638457,Motorcycle,Speeding,Fatal,2,Madhesh
2025-08-24,17,Jajarkot,28.710019280194256,82.23124843370906,Motorcycle,Speeding,Serious,8,Karnali
2025-05-29,20,Lalitpur,27.6496474875254,85.31735097574632,Car,Reckless Driving,Minor,5,Bagmati
2025-11-28,11,Rolpa,28.27887017786842,82.56343382142386,Motorcycle,Reckless Driving,Serious,11,Lumbini
2025-04-14,23,Ramechhap,27.42139203391628,86.0708154671415,Motorcycle,Overtaking,Fatal,4,Bagmati
2025-04-01,22,Siraha,26.680147411932854,86.29676555828694,Motorcycle,Speeding,Fatal,4,Madhesh
2025-10-11,17,Chitwan,27.637164261766603,84.51386135345975,Motorcycle,Speeding,Serious,10,Bagmati
2025-01-21,12,Kavrepalanchok,27.644604887900332,85.59940504738235,Car,Speeding,Fatal,1,Bagmati
2025-07-16,18,Banke,28.101717830273774,81.65809819323914,Motorcycle,Poor Road,Fatal,7,Lumbini
2025-12-05,13,Dhading,27.848339295311856,84.84371724035779,Motorcycle,Poor Road,Serious,12,Bagmati
2025-04-08,19,Chitwan,27.591837507260017,84.47864229658971,Motorcycle,Drink Driving,Fatal,4,Bagmati
2025-06-03,19,Rukum West,28.709287718599324,82.39975645507806,Truck,Monsoon Weather,Minor,6,Karnali
2025-12-23,15,Tanahun,27.916351692751608,84.22513788651784,Bus,Reckless Driving,Serious,12,Gandaki
2025-07-19,21,Baitadi,29.475253868900822,80.53545522733576,Motorcycle,Reckless Driving,Serious,7,Sudurpashchim
2025-02-24,20,Dang,27.950900359011634,82.32435175395072,Bus,Drink Driving,Fatal,2,Lumbini
2025-11-19,20,Parsa,27.15745214572663,84.92708711542474,Car,Speeding,Serious,11,Madhesh
2025-12-19,18,Kanchanpur,28.85366494062129,80.28610152341301,Motorcycle,Monsoon Weather,Serious,12,Sudurpashchim
2025-07-03,13,Panchthar,27.118626051214907,87.70876631315608,Motorcycle,Reckless Driving,Serious,7,Koshi
2025-09-07,20,Kathmandu,27.68182176687398,85.35742203857437,Car,Speeding,Fatal,9,Bagmati
2025-02-13,17,Chitwan,27.599627453460585,84.49751541190038,Motorcycle,Poor Road,Serious,2,Bagmati
2025-11-20,13,Palpa,27.748244656648428,83.6485033481852,Motorcycle,Speeding,Fatal,11,Lumbini
2025-08-13,22,Baitadi,29.513706656705853,80.55127665306591,Motorcycle,Speeding,Fatal,8,Sudurpashchim
2025-04-08,23,Arghakhanchi,27.967857450047198,83.1796370284718,Motorcycle,Speeding,Fatal,4,Lumbini
2025-03-13,17,Kathmandu,27.6264968355136,85.2771870150951,Truck,Speeding,Fatal,3,Bagmati
2025-01-19,23,Sarlahi,27.062251348078107,85.60087589502331,Car,Reckless Driving,Serious,1,Madhesh
2025-04-09,18,Bardiya,28.411976530069456,81.39461159423395,Motorcycle,Speeding,Fatal,4,Lumbini
2025-01-13,16,Salyan,28.423542828692817,82.14459970045493,Motorcycle,Monsoon Weather,Fatal,1,Karnali
2025-10-31,16,Rupandehi,27.523088774515063,83.41918465594563,Motorcycle,Reckless Driving,Serious,10,Lumbini
2025-05-03,22,Makwanpur,27.504159554865836,85.08230686295444,Motorcycle,Overtaking,Serious,5,Bagmati
2025-09-08,15,Bhaktapur,27.64279610054843,85.47290657837175,Motorcycle,Speeding,Fatal,9,Bagmati
2025-07-19,20,Mahottari,26.84797480493651,85.74794221835799,Motorcycle,Speeding,Fatal,7,Madhesh
2025-02-02,16,Gorkha,27.932433993920565,84.63193691962195,Motorcycle,Speeding,Fatal,2,Gandaki
2025-10-04,16,Kaski,28.25841932867328,84.02919071817513,Car,Reckless Driving,Minor,10,Gandaki
2025-11-26,21,Terhathum,27.124904164835545,87.49262000889676,Car,Reckless Driving,Serious,11,Koshi
2025-06-07,16,Jhapa,26.485047052156265,87.87520473968188,Motorcycle,Reckless Driving,Serious,6,Koshi
2025-09-13,16,Lalitpur,27.7067857424638,85.39387780324905,Motorcycle,Speeding,Fatal,9,Bagmati
2025-10-01,21,Baglung,28.22861773677553,83.64193530729307,Motorcycle,Reckless Driving,Serious,10,Gandaki
2025-08-19,22,Morang,26.66181907470515,87.27508917873247,Motorcycle,Speeding,Fatal,8,Koshi
2025-01-09,19,Rukum East,28.70686661598927,82.64895046447829,Motorcycle,Monsoon Weather,Fatal,1,Lumbini
2025-01-19,16,Dolakha,27.614179645335042,86.11357785983527,Motorcycle,Poor Road,Fatal,1,Bagmati
2025-06-23,16,Bajhang,29.507801665099944,81.13223570122305,Motorcycle,Poor Road,Serious,6,Sudurpashchim
2025-01-29,18,Chitwan,27.52559028951033,84.55392045899535,Motorcycle,Reckless Driving,Fatal,1,Bagmati
2025-06-22,18,Sunsari,26.586768947046327,87.19751129017948,Bus,Speeding,Serious,6,Koshi
2025-01-22,15,Parsa,27.154997289758334,84.8468894599671,Bus,Speeding,Serious,1,Madhesh
2025-07-27,20,Chitwan,27.629106104238794,84.48775801787399,Motorcycle,Speeding,Fatal,7,Bagmati
2025-03-02,18,Kailali,28.74832523697062,80.53610594639414,Motorcycle,Monsoon Weather,Serious,3,Sudurpashchim
2025-04-19,12,Rupandehi,27.521809730486282,83.48241392904832,Motorcycle,Speeding,Fatal,4,Lumbini
2025-12-01,15,Dhading,27.963855583382678,84.8558918269946,Motorcycle,Speeding,Fatal,12,Bagmati
2025-12-08,16,Rautahat,27.016675180814858,85.28932105019027,Motorcycle,Speeding,Fatal,12,Madhesh
2025-09-25,17,Pyuthan,28.081243464887045,82.73707416883391,Motorcycle,Monsoon Weather,Fatal,9,Lumbini
2025-08-23,23,Bhaktapur,27.61147733289519,85.47391815383162,Motorcycle,Speeding,Fatal,8,Bagmati
2025-12-14,18,Kaski,28.23996054917209,83.96117458084657,Motorcycle,Drink Driving,Fatal,12,Gandaki
2025-10-02,15,Chitwan,27.632557853022337,84.43292258957177,Motorcycle,Overtaking,Fatal,10,Bagmati
2025-03-18,18,Kailali,28.719963826725305,80.65890816843428,Bus,Speeding,Fatal,3,Sudurpashchim
2025-10-24,16,Dhading,27.954218276964998,84.87964524159071,Motorcycle,Speeding,Serious,10,Bagmati
2025-04-30,18,Tanahun,27.939237416489117,84.28839490328318,Truck,Reckless Driving,Serious,4,Gandaki
2025-02-06,19,Pyuthan,28.154422106302395,82.8049219120248,Motorcycle,Reckless Driving,Fatal,2,Lumbini
2025-01-19,21,Bardiya,28.442377127856805,81.33257145316668,Motorcycle,Monsoon Weather,Fatal,1,Lumbini
2025-03-14,17,Lamjung,28.314404155457417,84.4080454683951,Motorcycle,Speeding,Serious,3,Gandaki
2025-09-08,22,Dang,28.017596275477626,82.33130265726649,Motorcycle,Reckless Driving,Serious,9,Lumbini
2025-12-01,20,Syangja,28.066897435205462,83.84570913308416,Bus,Monsoon Weather,Fatal,12,Gandaki
2025-01-10,15,Kapilvastu,27.555142078629586,83.10214340308673,Truck,Reckless Driving,Minor,1,Lumbini
2025-08-30,23,Kapilvastu,27.539532748418416,83.06955177370801,Motorcycle,Reckless Driving,Fatal,8,Lumbini
2025-11-13,18,Parbat,28.26124060931935,83.63617952867439,Car,Reckless Driving,Serious,11,Gandaki
2025-01-24,15,Nawalparasi West,27.605950824529643,83.84777931747684,Motorcycle,Speeding,Fatal,1,Lumbini
2025-05-05,22,Banke,28.050604069414252,81.61942361636727,Motorcycle,Speeding,Fatal,5,Lumbini
2025-12-26,23,Jhapa,26.534870116491447,87.97498530171204,Car,Speeding,Fatal,12,Koshi
2025-11-29,17,Sindhuli,27.202271608984294,85.96273668605279,Motorcycle,Speeding,Fatal,11,Bagmati
2025-03-08,16,Solukhumbu,27.583318519660587,86.65486289027027,Motorcycle,Drink Driving,Serious,3,Koshi
2025-01-08,17,Arghakhanchi,27.992130622091924,83.16841584645769,Motorcycle,Monsoon Weather,Minor,1,Lumbini
2025-03-30,20,Chitwan,27.657722571290037,84.50013072689501,Motorcycle,Speeding,Serious,3,Bagmati
2025-11-20,21,Syangja,28.00264629204924,83.72581035829371,Motorcycle,Poor Road,Serious,11,Gandaki
2025-01-26,19,Chitwan,27.65304427993236,84.4478773505415,Motorcycle,Speeding,Serious,1,Bagmati
2025-06-07,18,Solukhumbu,27.65613449580967,86.6833079375934,Motorcycle,Speeding,Fatal,6,Koshi
